73-591 N 0.143989
17-341 N 2.451355
62-456 S 0.721538
87-886 S 0.599803
55-445 R 1.212700
83-432 R 2.383713
16-509 S 0.093589
94-489 S 2.919389
43-847 N 1.761528
59-687 R 1.819071
26-536 N 2.361919
54-801 S 1.142417
82-912 S 2.136149
61-128 S 0.703321
46-777 S 3.029392
29-948 R 0.249334
83-493 N 1.357044
31-832 R 1.411821
98-483 S 0.706842
91-566 N 0.341672
48-766 R 2.193691
79-658 S 0.292216
34-244 S 1.049885
76-724 R 0.840610
37-216 R 3.684988
62-242 N 1.637963
24-436 R 0.018548
93-766 R 3.041661
34-723 R 0.052360
51-595 S 0.889481
69-882 N 3.905761
85-785 R 3.761205
78-757 R 2.981986
96-517 S 1.510435
51-562 N 1.031701
69-966 S 1.116489
46-316 S 3.343145
48-428 N 2.666553
67-199 S 1.949875
59-487 N 3.253369
86-423 N 1.435768
35-788 N 1.418596
76-578 R 0.332859
40-679 R 0.950559
28-522 R 2.696919
41-799 R 0.504578
84-146 R 0.275616
61-475 S 2.360403
93-292 S 3.318119
13-663 N 3.804137
90-889 R 0.447426
19-794 R 3.569265
27-782 S 2.308150
94-475 S 3.125031
63-419 S 2.214578
84-606 R 1.050489
64-338 N 2.054276
91-315 S 2.903135
33-713 N 2.420151
93-294 R 0.314542
57-441 N 3.263623
34-279 N 0.637995
61-449 R 2.819453
92-990 R 2.009392
93-755 S 3.180841
97-566 R 3.270956
80-933 R 2.104934
49-613 N 3.264465
88-488 R 1.053112
82-445 R 0.127182
23-861 R 1.887739
65-872 S 1.078524
62-854 N 2.823990
68-167 N 2.361449
29-390 S 3.809392
37-731 R 0.900707
75-230 S 2.858626
12-350 S 3.945451
51-940 R 2.011567
44-145 S 0.119565
82-234 N 1.009450
34-985 R 2.986543
52-983 R 0.369307
98-544 S 3.832413
27-941 R 1.398520
82-618 S 3.449300
90-852 R 0.068606
51-501 S 1.891516
78-447 S 3.795378
90-505 R 3.037030
69-819 R 3.157789
49-201 N 2.689697
55-423 N 0.282480
20-582 N 1.955446
97-564 S 2.498738
42-384 N 3.330746
52-127 N 1.898991
78-509 S 2.400037
74-993 R 2.963664
13-861 S 0.604680
10-187 S 3.013055
88-869 R 0.757353
80-863 N 3.640821
49-540 R 3.429287
52-998 R 2.167470
85-277 R 2.563350
38-780 R 3.103267
50-148 R 2.002650
85-827 S 1.949106
18-692 S 1.094193
59-909 R 2.333621
68-846 S 0.711315
12-997 R 3.923338
83-324 R 0.951453
65-498 R 1.559546
48-482 R 1.730644
49-338 R 2.726226
83-998 N 1.019474
32-323 S 2.914604
60-524 R 1.112443
22-710 S 2.894242
43-868 R 3.592830
69-792 R 1.372039
44-743 R 3.855412
94-391 N 1.808885
60-715 R 3.171205
95-270 R 0.680031
21-703 R 1.871143
39-824 S 3.116684
74-577 N 0.272775
71-439 S 1.930978
88-742 S 3.767412
41-810 S 0.028713
41-917 S 1.500195
17-947 N 0.799437
62-856 S 0.846289
52-419 S 1.883018
49-649 R 1.880610
75-801 R 0.258472
54-943 S 2.532209
65-518 N 3.143059
17-763 R 2.067735
80-934 N 3.607307
69-990 N 3.479527
11-671 S 0.480642
90-843 R 2.214956
60-502 R 2.789415
81-474 N 0.735277
14-487 R 3.627617
77-468 S 3.078638
54-835 R 0.124407
79-756 S 1.425830
59-611 R 0.152062
74-946 N 0.065317
80-858 N 2.594410
71-356 R 0.370951
95-262 R 0.096622
16-373 S 0.370258
26-705 R 3.590946
75-112 N 1.680313
66-810 S 0.384139
33-140 R 1.942996
98-258 R 2.416756
17-232 R 3.630921
66-254 N 3.923796
67-145 R 0.632833
38-266 R 3.723423
15-371 N 0.834059
22-435 S 1.314566
10-186 N 1.389000
55-481 R 0.325165
67-424 N 0.752367
59-253 N 2.816901
44-891 R 3.691168
38-998 S 2.336690
43-884 R 1.896388
44-173 N 3.723280
29-293 R 1.341291
14-336 S 2.213605
57-839 R 1.390527
63-400 S 2.278480
80-375 R 1.232349
17-314 R 3.902476
17-191 S 0.925705
67-348 R 2.756199
76-480 R 3.598446
21-613 R 3.809351
45-273 R 1.285150
39-799 S 0.064998
63-993 S 0.418900
19-316 S 0.545261
16-285 S 3.515734
74-788 N 1.208389
81-886 N 1.971447
48-125 N 2.279975
48-591 N 0.295009
31-342 R 1.936344
74-827 S 0.881443
65-567 S 3.906139
19-229 R 2.988643
74-283 R 0.873424
46-996 S 3.270036
93-887 N 1.959757
11-871 N 3.179311
27-827 N 3.167294
77-110 N 0.639644
97-666 S 0.234921
63-516 N 2.951241
86-988 S 2.145400
24-693 R 2.824736
59-400 S 2.145619
54-694 S 0.809533
44-580 N 3.472240
35-402 R 0.554891
45-665 N 0.000491
58-808 R 0.675142
32-948 R 0.739765
40-565 N 2.800348
19-166 R 1.342431
59-137 S 2.799917
24-399 R 1.174200
95-940 R 1.972848
57-102 R 3.239055
56-752 S 0.566439
75-217 N 0.078787
55-741 S 2.111392
67-600 S 1.767177
45-298 N 0.849518
63-875 N 1.628759
36-356 N 0.268713
61-873 S 2.789653
40-495 N 2.795147
33-835 N 2.567201
97-688 R 2.304690
17-353 R 2.351187
82-662 R 1.393407
85-772 S 3.093338
14-397 R 0.062702
37-922 R 3.495961
22-228 N 2.959368
51-553 R 2.663229
45-920 N 0.328925
87-898 R 3.909325
15-402 S 0.465314
33-760 N 2.411827
27-919 R 3.927957
26-686 S 2.383123
96-432 S 0.463772
38-868 R 3.329892
36-769 N 0.665746
58-274 S 0.574692
87-859 S 2.978673
81-107 S 1.064338
74-475 S 3.467776
58-584 R 0.748024
64-452 S 2.096752
43-593 R 3.131187
93-306 R 3.851645
76-647 R 1.027114
23-854 N 0.937735
60-181 R 1.311506
68-254 N 1.693742
62-751 N 0.031098
91-727 R 3.095205
85-850 S 1.917409
29-200 N 3.974525
42-599 S 3.473355
47-730 S 0.395092
72-518 S 2.342450
38-231 N 2.691016
25-596 S 1.267482
70-981 S 2.790676
61-293 N 0.723586
63-417 R 2.283585
47-261 R 3.766690
64-752 N 1.276637
44-870 S 1.515209
70-837 N 2.611752
40-816 N 2.844970
17-270 R 1.735201
37-476 N 2.184665
79-229 R 1.605802
89-462 R 2.483169
92-149 S 3.499698
63-844 S 3.958144
92-442 S 1.092274
71-692 S 1.225955
81-719 R 0.009945
27-796 N 3.450794
78-531 N 2.817010
61-865 S 2.201569
51-966 R 1.114730
81-332 R 0.980487
54-634 R 0.244348
23-642 S 0.220190
90-242 S 0.224359
79-484 R 2.265731
36-491 S 0.170240
22-722 R 2.663731
43-218 R 1.505683
87-555 N 1.919898
41-305 R 1.425562
82-326 S 2.324931
87-332 S 1.518320
43-443 N 0.551072
18-429 N 2.838693
78-902 R 0.921681
55-396 S 0.988812
34-971 S 3.234607
42-328 N 0.048516
20-142 S 2.578670
12-297 R 0.684361
95-338 R 0.518726
69-881 S 3.585375
52-759 N 2.007589
94-564 N 1.454409
58-616 R 0.827352
17-445 N 3.743225
37-280 N 3.304391
66-496 R 1.331815
18-906 R 2.013696
39-184 R 0.026157
73-228 R 3.092338
44-946 N 1.000609
26-633 N 0.768085
64-979 R 3.241804
37-480 R 1.047933
16-708 R 3.819372
51-510 R 2.468965
36-350 S 1.507654
33-907 N 2.528140
94-940 R 2.813121
77-928 R 3.762021
85-197 N 0.409207
48-753 S 0.946773
10-482 S 3.487239
69-441 S 0.533931
10-885 S 1.176059
65-859 S 0.600341
35-978 N 0.849411
51-174 N 1.889374
95-533 R 3.898470
66-155 S 0.694182
96-825 S 2.524778
48-689 R 3.117556
85-818 N 2.367715
96-549 S 1.243237
80-662 S 2.190557
52-381 S 0.322750
16-794 R 3.963610
47-747 N 0.193447
79-207 S 1.614183
32-379 N 1.267051
18-271 R 1.006913
40-544 N 1.404396
25-820 R 2.228692
25-951 N 1.907887
86-308 S 2.017996
58-223 N 1.926484
59-557 S 1.295456
89-412 S 0.982637
27-705 N 1.251097
56-178 S 3.171711
50-564 R 0.162622
82-277 R 0.673109
70-782 S 1.580724
95-425 R 2.990902
95-837 S 1.802617
54-283 R 2.748581
77-341 R 0.178329
34-699 S 3.207034
80-940 R 0.578902
64-946 S 1.512551
31-319 N 1.308185
45-835 S 2.689246
66-758 N 3.925764
67-799 R 2.240424
80-231 N 2.866564
79-487 N 0.459992
41-479 S 0.200343
82-590 R 1.467898
47-752 R 3.862728
52-225 S 3.483817
49-376 N 2.258315
86-793 N 2.347963
81-780 R 1.768972
59-282 S 0.565225
83-722 N 3.188613
18-197 R 1.213070
83-566 R 2.425001
37-926 R 0.060193
96-446 S 1.993426
72-111 S 3.333287
56-327 N 1.844232
65-781 N 3.756005
96-997 S 3.692260
83-887 N 3.525967
52-696 N 1.711227
69-730 S 3.172226
67-346 N 1.238264
88-709 S 1.622819
84-720 R 3.455405
11-732 R 2.556863
56-719 R 0.636214
80-555 N 2.711092
42-781 R 0.411369
34-526 R 3.871004
38-671 S 2.619528
46-725 S 2.412007
93-665 N 0.605689
85-846 S 1.947546
59-884 R 3.053465
75-173 R 3.116526
87-244 R 3.018843
85-522 R 1.649938
56-472 S 2.758268
53-369 R 0.941016
76-896 S 0.634032
76-596 R 0.120320
27-660 R 0.564340
72-373 S 2.068462
37-804 R 1.077088
25-977 N 0.967822
81-668 S 3.996771
31-818 N 3.979430
87-690 N 3.048294
51-707 N 0.382310
12-836 N 0.913468
11-190 N 0.726140
15-977 N 2.923021
15-148 N 0.541422
23-370 S 3.564923
40-441 R 2.737697
71-316 S 1.728297
36-582 N 0.184258
31-923 N 2.779217
69-686 S 1.539758
30-803 N 1.062080
36-901 S 2.728804
15-520 R 1.178213
27-272 N 3.102688
27-836 N 0.285836
45-676 R 1.686777
23-483 R 1.375073
13-981 S 1.173595
97-205 N 3.364250
37-570 N 0.254332
24-749 N 2.864153
62-845 N 0.774491
32-994 S 2.923356
41-158 R 1.704865
77-882 N 0.667119
58-260 R 0.936278
98-337 S 2.325138
75-895 N 2.455921
71-968 N 2.618650
30-565 R 1.561183
55-613 N 2.687754
44-544 N 3.301113
76-639 R 1.336460
49-270 R 0.939816
27-908 R 3.690887
16-345 N 3.164863
94-797 S 2.298495
70-181 N 2.768070
70-953 R 3.570387
34-610 R 2.727742
86-984 R 3.920122
88-486 N 3.388693
23-632 S 1.800362
83-729 S 3.258168
55-356 S 3.960851
26-816 R 2.297519
34-888 R 2.459097
54-434 S 3.847312
70-474 S 3.868656
33-973 S 0.580037
85-406 S 2.052764
44-224 S 2.853124
15-356 N 1.665321
95-338 R 3.755248
94-876 R 1.502743
54-289 S 1.591580
49-499 R 3.563338
54-272 N 0.375524
33-473 R 2.963492
33-953 R 3.043395
35-227 R 3.558814
23-517 S 2.538567
39-734 S 1.003404
74-186 R 0.447735
19-833 R 1.640579
67-311 S 2.085399
33-959 N 1.325778
83-368 R 1.005721
45-292 S 1.868184
79-471 N 1.561814
70-538 S 1.506120
93-684 R 1.390863
20-503 N 2.275816
82-294 N 2.884660
34-792 S 2.050295
30-249 S 1.235936
95-987 R 2.230244
87-362 R 3.953858
83-533 N 1.310713
96-517 S 1.111248
95-976 R 0.383851
48-794 R 1.061166
56-585 N 3.309633
37-206 S 3.602725
32-847 R 0.593475
12-135 S 3.742279
93-803 S 0.184937
34-525 S 0.814741
72-192 S 2.997313
78-572 R 3.575075
82-817 N 3.669217
36-860 S 1.837223
23-963 S 3.730438
42-310 N 0.218482
77-674 S 3.612862
79-537 R 2.304149
83-322 S 2.389562
13-991 N 1.588755
58-462 S 0.940943
26-250 S 2.006234
37-433 R 0.204574
23-461 S 1.357723
63-789 N 0.467117
58-361 N 0.479297
60-261 S 2.813098
41-395 N 0.805957
59-323 R 2.550476
51-338 R 1.446578
88-816 S 2.439759
47-343 R 0.347684
87-362 S 0.548287
97-164 R 3.823056
16-312 R 0.029169
50-713 N 3.638754
91-819 S 0.263866
92-725 S 2.567689
89-243 R 1.345699
96-809 R 2.958941
12-413 R 2.989446
57-287 S 3.870370
28-261 N 1.108999
18-308 R 1.400422
33-883 S 2.173790
74-469 S 0.859363
24-786 N 2.756890
10-741 N 0.170352
60-439 R 2.078500
28-390 S 3.086964
18-621 R 3.291730
49-567 R 2.902128
54-329 N 1.900466
43-693 S 2.371155
54-606 N 1.747614
28-172 S 0.142066
34-806 R 3.605709
75-551 R 2.014130
88-540 R 0.988860
92-462 S 1.011000
40-135 N 3.016917
13-470 R 0.859684
52-545 N 0.690058
82-855 N 0.308571
77-982 R 2.398424
60-155 S 0.965645
70-514 S 3.329643
80-299 S 0.906790
29-409 N 1.762990
49-718 R 2.729743
87-482 N 1.727411
98-135 R 2.043853
52-354 S 0.259785
77-430 R 0.992601
53-846 S 0.946618
38-342 R 2.954095
60-803 S 3.167212
81-389 R 0.824827
51-151 S 0.138409
35-380 S 3.030443
22-340 S 3.082795
72-731 R 1.261578
11-956 S 0.005098
33-229 N 1.286731
38-423 N 0.750238
80-730 N 2.052362
52-264 N 3.874533
46-192 R 2.143826
65-635 N 2.465890
38-519 N 1.421303
12-702 S 3.785169
27-915 R 2.380582
15-887 S 0.038365
62-582 N 0.758622
74-867 S 2.355733
74-557 N 2.343348
37-569 R 0.710793
62-685 R 3.962609
77-270 N 3.429404
12-971 N 2.070900
79-664 R 3.170229
49-625 N 3.697989
48-274 R 0.415238
84-925 S 2.740463
63-361 S 2.638149
35-755 S 1.006214
80-543 S 3.774214
89-503 S 0.649757
22-220 S 3.934537
11-776 R 1.370919
65-120 S 1.088711
70-554 N 3.694850
66-689 N 1.211104
10-568 S 2.382509
22-729 N 1.487410
21-548 N 3.859004
11-208 R 1.631339
21-805 R 0.434647
42-724 N 3.747680
93-912 N 0.468607
67-827 R 2.511698
24-503 N 1.297235
18-970 R 3.039286
43-766 R 0.773800
55-132 R 0.204047
65-531 S 2.820363
46-706 S 1.881881
38-977 R 3.648419
61-545 N 1.169608
56-738 N 0.306639
24-710 R 3.339172
87-365 R 3.751446
83-919 N 0.144098
34-585 R 3.120275
45-566 N 1.639812
85-112 N 2.225299
14-882 S 1.897493
94-107 S 1.755342
12-235 R 2.174123
98-744 N 0.799965
26-564 S 2.724830
24-228 R 0.737656
76-682 N 2.041517
88-440 N 1.901164
79-551 N 2.341852
53-993 S 3.259892
34-439 N 2.891090
12-598 S 2.900548
79-506 R 1.175848
48-507 N 3.222677
38-672 S 0.582276
52-217 S 2.871213
98-608 N 3.013012
57-594 N 2.250618
27-665 R 0.068599
35-295 R 3.997657
78-101 N 3.463832
37-252 S 0.146491
67-633 N 1.750586
53-501 R 0.010765
84-938 R 3.612535
34-430 R 0.014111
33-778 N 0.228670
36-634 R 1.550294
75-797 N 0.400425
51-648 R 0.795743
30-370 S 2.788489
21-696 N 2.074880
70-215 N 1.631048
53-653 N 1.108350
36-524 N 3.944374
96-668 S 2.717611
11-660 S 0.852537
33-594 R 1.899354
89-943 S 2.827002
84-741 S 3.198796
98-891 S 0.644152
12-902 S 0.452157
49-238 R 1.003123
41-445 S 1.431731
80-843 R 2.885077
18-604 S 3.529123
90-187 N 0.334095
81-671 S 3.666898
40-487 S 2.288773
59-201 S 1.820377
64-851 S 0.590481
76-616 R 2.790334
46-627 S 3.720818
83-423 S 2.245370
29-759 N 1.617331
65-466 N 3.597610
77-385 N 1.457019
20-851 R 1.905841
68-737 S 3.763968
38-266 R 1.381257
59-125 R 0.456791
63-821 R 0.488545
28-520 N 3.927988
39-461 S 2.871303
35-813 N 0.799255
15-434 S 3.538885
17-943 R 1.791004
84-900 N 1.331026
10-188 S 1.531286
14-943 N 0.147389
29-885 S 0.518165
20-534 S 1.307992
72-936 R 0.182841
58-448 R 2.084867
18-485 N 3.229849
82-333 S 2.048960
56-624 S 3.990221
77-316 S 0.163963
33-325 R 1.807068
67-655 S 0.781292
85-383 N 3.307631
89-265 N 0.469814
39-657 N 2.937067
58-631 N 0.818134
45-796 S 1.656343
77-120 S 0.965495
34-402 S 0.617329
58-623 N 1.634762
61-750 N 1.234030
29-599 N 2.714018
65-253 S 3.489733
81-651 S 1.564203
53-110 R 2.359400
82-933 S 0.442728
54-901 N 2.246953
71-459 R 3.446501
64-707 N 1.134111
52-380 S 1.283101
33-464 N 3.815297
73-261 N 0.312764
54-527 R 0.440107
38-682 R 3.124127
94-623 S 3.947122
67-869 N 0.867503
61-551 R 0.130942
51-189 R 1.995735
42-228 R 1.126688
81-557 R 2.025637
53-368 N 1.795434
49-205 R 0.124958
48-418 R 3.180801
77-850 S 0.938992
82-272 N 2.646004
44-995 S 1.656908
15-363 R 2.564958
59-435 S 2.686100
98-898 S 0.787413
18-957 R 0.380003
96-406 R 3.841777
83-723 S 2.973626
71-321 S 1.229237
82-959 S 0.015303
71-325 R 0.256421
59-459 S 0.682842
27-766 R 1.392355
26-923 N 3.598302
21-385 R 2.418442
24-460 N 3.765176
78-601 N 1.400953
58-439 S 1.073052
59-559 N 3.795949
18-995 S 2.722053
10-976 N 3.022068
86-135 R 2.308028
26-351 S 3.891320
42-286 N 3.570935
25-929 N 2.589540
32-530 N 3.205813
36-930 N 3.472777
64-563 R 1.676770
44-694 N 2.503325
10-269 R 0.289295
10-184 R 3.958023
59-558 R 3.990830
48-152 S 1.803570
25-561 S 0.980803
96-213 N 3.859840
47-158 N 2.962299
65-734 R 1.756553
58-348 S 1.622372
18-538 S 3.984030
64-669 S 3.546891
47-866 R 0.231596
25-335 R 3.990103
38-347 N 0.692369
45-568 R 2.206183
93-482 S 3.769376
12-451 R 2.508465
87-332 S 1.882324
57-376 N 2.446403
58-655 N 1.517652
38-153 N 3.446258
93-594 R 2.266149
81-889 N 2.160917
65-950 N 3.515347
13-932 N 2.949923
80-983 R 1.929671
29-185 S 0.691770
39-388 R 2.015094
65-754 R 1.716852
43-627 S 3.890538
65-517 S 0.987274
43-868 N 3.522878
70-695 S 3.306411
40-281 N 1.331954
94-682 S 1.379813
25-959 N 3.876173
83-933 N 3.404457
21-143 S 2.236031
69-888 N 3.215789
71-521 R 1.854084
60-967 S 1.673274
79-175 N 1.155700
43-955 N 1.712883
17-277 N 3.389369
75-499 R 1.008020
88-406 R 1.720829
45-385 R 2.873659
27-136 N 1.307920
78-619 N 1.958012
28-362 N 2.047613
59-649 S 3.923899
85-240 N 3.531233
24-295 R 1.631446
46-630 S 1.385585
42-990 S 1.443977
12-939 R 0.716707
65-191 N 3.460460
40-538 R 0.968618
52-442 S 2.997062
18-704 N 3.254152
18-126 R 1.634830
29-727 R 2.010163
12-556 R 3.503927
17-661 R 0.259790
14-920 N 2.691978
98-418 S 3.973592
10-175 N 3.745733
54-935 R 2.586156
11-362 R 3.553466
42-761 N 3.530946
58-235 R 0.068244
31-581 R 2.772817
73-980 R 1.098612
59-616 N 3.872675
13-647 N 2.488596
65-314 R 0.173558
35-380 R 0.039461
91-340 N 0.121910
63-154 S 3.843930
51-394 S 2.085741
66-155 S 2.282910
30-518 R 0.414717
56-495 S 2.244973
17-641 N 0.451919
67-846 R 3.010457
82-304 N 0.607372
87-945 S 1.781914
47-188 R 1.477409
63-811 S 3.248725
58-988 S 0.438104
11-252 N 3.049795
30-636 N 3.185507
40-403 S 0.619659
23-482 S 1.179021
72-688 S 2.491012
81-229 R 0.389236
55-193 R 0.123070
90-322 N 2.238920
78-391 R 0.668447
18-914 N 2.670110
51-886 S 0.091062
96-670 S 3.694488
50-227 S 3.259261
43-349 S 1.595172
45-792 R 3.738726
67-826 N 2.211060
68-884 N 1.671390
45-719 N 1.448760
80-604 R 0.893435
68-329 S 2.139447
88-718 R 3.607353
50-311 N 0.079856
92-969 R 2.391045
20-118 N 2.617608
64-717 N 0.508147
57-874 S 3.944590
79-805 S 0.156329
23-481 S 0.139901
77-131 N 1.478611
53-682 N 2.931542
65-151 S 2.012030
57-518 R 3.157483
83-836 N 0.899924
74-477 N 2.969759
16-887 R 0.661058
69-332 N 1.715989
39-247 N 0.349622
28-963 R 0.611052
82-295 N 1.934492
33-803 N 1.796046
74-851 N 3.549835
29-751 N 2.624053
70-321 R 3.169280
43-173 N 3.773354
89-127 R 2.725338
74-539 S 0.012715
96-709 R 3.348767
90-982 N 0.133038
46-125 N 0.849365
66-375 R 2.651453
63-134 R 3.281508
35-581 S 0.132797
98-608 R 3.662125
84-345 N 2.787944
68-873 N 1.484146
68-937 N 1.385915
85-714 N 0.939438
39-648 S 1.877672
55-329 N 2.447553
17-705 R 3.203610
86-280 S 3.141963
71-181 S 0.456768
26-617 R 1.476877
52-903 R 0.871341
60-680 N 0.164081
32-589 R 1.906312
34-730 N 3.180599
98-758 N 0.710699
10-428 R 0.300638
77-980 N 0.887339
91-465 S 1.816290
87-126 R 3.672252
40-615 N 2.634422
61-313 R 2.806021
68-964 R 1.956297
39-878 S 3.190268
25-703 N 3.692515
73-529 N 2.778122
39-368 S 0.190249
48-453 S 1.982655
97-375 R 0.300406
75-219 N 0.075694
87-289 N 3.707940
25-156 N 3.273541
41-442 R 1.954102
90-940 R 3.832162
74-897 N 2.480870
64-629 N 1.426942
29-217 S 0.607329
61-366 S 0.729444
54-897 N 3.258498
31-628 N 0.082675
11-440 S 0.408363
19-975 N 0.367497
81-232 R 0.591097
64-605 N 1.455238
13-601 S 1.493955
20-725 N 3.897780
45-755 N 3.459931
57-375 R 1.367721
13-491 R 1.331384
71-551 S 3.162494
59-143 N 0.712428
41-573 N 1.720970
45-985 R 1.168679
57-270 R 1.896091
55-343 N 3.239945
91-775 S 2.318140
40-771 R 0.782699
63-833 R 0.389564
86-572 N 2.573767
75-693 N 0.151531
95-271 N 0.779895
98-459 R 3.266241
18-966 N 3.185987
43-747 N 1.287129
92-174 R 1.080280
80-662 R 3.545386
25-538 R 0.141072
67-995 N 1.227601
15-408 S 3.776398
63-894 N 3.851765
17-776 S 1.726005
26-497 S 0.971630
44-605 R 3.180857
24-348 S 0.340483
78-533 S 3.167149
56-982 N 0.791382
10-478 R 0.433345
44-964 R 3.521830
60-532 S 3.395163
81-865 N 2.895648
25-281 S 3.405948
35-811 N 1.565660
10-560 S 2.920635
39-606 R 0.508684
42-726 S 1.698992
17-556 N 0.713817
64-108 S 0.107397
36-709 N 1.349135
63-973 S 2.133656
85-571 S 3.007506
94-144 N 0.352893
86-258 S 2.914483
23-530 S 1.197103
51-420 S 2.519102
46-825 N 0.780380
98-327 N 0.239430
29-373 S 2.255963
31-384 S 0.539866
64-551 S 0.891239
21-416 S 2.776274
89-322 S 1.899624
84-711 N 0.591227
41-179 S 2.092164
56-372 S 0.616896
65-485 R 0.380967
91-103 N 0.572839
12-115 S 0.976607
56-836 R 2.314214
58-712 S 0.663883
49-252 S 2.710428
73-352 N 1.577433
75-818 N 1.941118
73-565 S 1.939178
70-614 N 3.095593
51-924 R 3.393431
70-405 R 0.621745
90-406 N 3.508303
77-868 S 0.393098
90-708 N 1.701017
54-200 R 2.458673
86-824 S 2.532669
28-283 N 0.603942
63-261 S 1.369237
76-443 N 1.435079
46-500 N 3.180248
76-662 N 2.489502
67-669 N 3.975971
45-447 N 1.368212
89-110 N 0.045586
23-996 S 1.258316
35-730 N 1.351095
67-591 R 0.204595
52-984 S 0.249364
70-649 R 1.267726
14-884 S 1.623247
97-184 S 1.753248
66-449 N 3.214198
13-584 N 0.672473
59-835 N 3.295802
32-176 S 3.225920
54-447 R 1.639430
78-596 N 1.036528
30-698 S 3.699638
11-263 N 0.567755
55-427 S 2.534350
38-791 N 1.787964
98-339 R 1.240316
45-736 N 2.393117
51-320 N 2.191424
48-959 S 1.914452
75-442 R 3.050391
88-991 N 2.264351
35-902 N 0.563876
95-150 N 0.344038
74-490 S 1.848686
47-135 N 2.941107
38-187 S 1.530224
13-375 N 0.907270
80-308 R 2.872556
11-491 R 1.959543
98-510 R 0.857222
92-136 N 2.507412
11-437 R 0.561385
30-775 N 2.349147
24-746 S 2.187007
31-948 S 1.010459
66-587 R 2.104830
84-489 R 0.335190
44-182 R 3.949199
61-425 R 1.280954
74-681 S 3.902654
42-475 S 2.381866
51-688 N 3.609141
28-890 N 2.608163
76-192 N 0.289344
80-613 N 3.780026
48-168 R 2.984503
93-464 N 1.365064
21-252 S 2.431139
19-468 S 3.049038
35-591 S 2.369023
66-660 R 1.994732
57-301 R 1.980527
87-955 S 1.579780
53-796 S 2.769279
